num,id,content,sentiment,trend,sen_value,avg_senti,delta,noun
83,201901030230992992,小仙女还在凡间吗？||,[0.6887247415320814],no_trend,0.665774815,0.688724742,0.022949927,['仙女']
40,201901021030941696,找人工||,[0.3359244763038992],no_trend,0.312912707,0.335924476,0.023011769,"['人', '工']"
313,201901140231354496,故宫主题银行卡可以办理了吗？||,[0.6695448206631087],no_trend,0.645907816,0.669544821,0.023637005,"['主题', '银行卡']"
219,201901041031018816,今天是兑换的最后一天了||,[0.35676982934468593],no_trend,0.333046246,0.356769829,0.023723583,[]
137,201901031130986048,我要投诉南京汉中门的工行营业点||,[0.3574540572269407],no_trend,0.33370858,0.357454057,0.023745477,[]
323,201901140431359328,牛人||,[0.665672213369363],no_trend,0.641906356,0.665672213,0.023765857,"['牛', '人']"
14,201901020730936032,我想问下图片上面的||,[0.35950819264795975],no_trend,0.335697552,0.359508193,0.023810641,['图片']
197,201901041031016096,工商灵通卡||,[0.3639265863573181],no_trend,0.339978643,0.363926586,0.023947943,['工商']
248,201901041131021792,你行的转账支票||,[0.6574550873651966],no_trend,0.633426775,0.657455087,0.024028313,['支票']
25,201901020830936896,转人工找小智的师父吧||,[0.3682512368353451],no_trend,0.344172697,0.368251237,0.02407854,[]
274,201901060331091616,“转人工”找小智的师父吧~||,[0.3682512368353451],no_trend,0.344172697,0.368251237,0.02407854,['人工']
71,201901021130946496,有人没||,[0.3801357053525338],no_trend,0.355717634,0.380135705,0.024418071,[]
82,201901030230992896,你好房贷扣款一般在什么时间||,[0.38718356935844145],no_trend,0.362577588,0.387183569,0.024605981,['时间']
264,201901060131087584,查询余额方法||,[0.6321289542997218],no_trend,0.607385005,0.632128954,0.024743949,"['余额', '方法']"
327,201901140631364480,双人药。||,[0.629803836978397],no_trend,0.60500122,0.629803837,0.024802617,['药']
89,201901030230993856,没人？||,[0.3955160773446883],no_trend,0.370700881,0.395516077,0.024815196,['人']
156,201901031230988736,我需要住房贷款借据编号||,[0.4054399943642516],no_trend,0.380393978,0.405439994,0.025046016,"['住房', '贷款']"
52,201901021030942944,工银信使包年多少钱||,[0.6135226514784287],no_trend,0.588342207,0.613522651,0.025180444,"['信使', '钱']"
59,201901021130944608,如何查询房贷合同编号||住房贷款利息专项附加扣除需要信息填写||填写住房贷款利息专项附加扣除的合同编号是哪个？||,"[0.0036918088063594423, 0.028004052738627827, 0.04392630847158674]",no_trend,2.90115E-06,0.02520739,0.025204489,"['房', '合同', '住房', '贷款', '利息', '信息', '住房', '贷款', '利息', '合同']"
293,201901061231085504,是到午休时间了吗？||,[0.4132922569340366],no_trend,0.388077782,0.413292257,0.025214475,['时间']
106,201901030830976384,转人工如何转？||,[0.41740330251337954],no_trend,0.392105637,0.417403303,0.025297665,['人工']
218,201901041031018720,广丰支行||,[0.6069004496550076],no_trend,0.581582797,0.60690045,0.025317653,['支行']
114,201901030930978272,银行卡的支出收入情况如何可以在微信重提示||短信一个月多少钱||,"[0.11503200896230659, 0.9090596660536326]",neg,0.48669898,0.512045838,0.025346857,"['银行卡', '支出', '收入', '情况', '信', '月', '钱']"
236,201901041131020704,修改账号信息||,[0.6045001593436808],no_trend,0.579135119,0.604500159,0.02536504,"['账号', '信息']"
76,201901021230948768,我想查一下我卡上的余额||,[0.6029303488341335],no_trend,0.577534991,0.602930349,0.025395358,['余额']
280,201901060431094368,没有了，谢谢||,[0.5965665236051504],no_trend,0.571053717,0.596566524,0.025512806,[]
136,201901031130985824,帮我看人民币兑换台币汇率||,[0.5940729975635405],no_trend,0.568516555,0.594072998,0.025556442,"['人民币', '汇率']"
47,201901021030942400,工银信使包年多少钱渠道哪些||,[0.5883422073259084],no_trend,0.562690557,0.588342207,0.02565165,"['信使', '钱', '渠道']"
129,201901031030983936,添利宝在哪里买||,[0.4562954988205329],no_trend,0.430381983,0.456295499,0.025913516,[]
38,201901021030941120,那转人工吧||,[0.4584159939551943],no_trend,0.432477842,0.458415994,0.025938152,['人工']
151,201901031230988160,你好我想问问我还有一年多就还完放贷啦!剩下的想一次性还完，是否需要还利息或者是违约金之类的吗？||,[0.565434974712141],no_trend,0.539473223,0.565434975,0.025961752,['利息']
286,201901061031082240,定制余额变动||,[0.5646236314392167],no_trend,0.538652957,0.564623631,0.025970675,['余额']
162,201901040131024640,就没有留||,[0.4644808743169403],no_trend,0.438477391,0.464480874,0.026003483,[]
251,201901041231022528,境外解锁||,[0.4737672181921908],no_trend,0.447678459,0.473767218,0.02608876,[]
207,201901041031017600,人工该怎么播||,[0.4737672181921917],no_trend,0.447678459,0.473767218,0.02608876,[]
369,201901150431396288,能查询余额吗？||,[0.4737672181921917],no_trend,0.447678459,0.473767218,0.02608876,['余额']
376,201901150531398976,余额查询||,[0.4737672181921917],no_trend,0.447678459,0.473767218,0.02608876,['余额']
250,201901041231022496,登录密码怎么找回呀||,[0.5515260988882822],no_trend,0.525430814,0.551526099,0.026095285,['密码']
232,201901041131020064,查询贷款账号||,[0.5486976325915089],no_trend,0.522580233,0.548697633,0.026117399,"['贷款', '账号']"
202,201901041031016896,我在手机银行转账时显示无可用认证方式||,[0.5458879256297536],no_trend,0.519750243,0.545887926,0.026137683,"['手机', '银行', '方式']"
79,201901030130989792,查询一下江宁21世纪太阳城附近的黄金收购网点。||,[0.542511956402198],no_trend,0.516352119,0.542511956,0.026159838,"['世纪', '黄金', '网点']"
142,201901031230986944,我要人工服务。||,[0.4847555787424077],no_trend,0.458589039,0.484755579,0.02616654,[]
269,201901060131088640,需要人工服务||,[0.4847555787424077],no_trend,0.458589039,0.484755579,0.02616654,['人工']
292,201901061131085376,人工服务||,[0.4847555787424077],no_trend,0.458589039,0.484755579,0.02616654,['人工']
13,201901020230957632,我的卡里有余额为什么不能用||,[0.48706841575622895],no_trend,0.460888705,0.487068416,0.026179711,['余额']
368,201901150431395680,中职学生资助卡可以绑定到huaweipay吗||,[0.537616309744195],no_trend,0.511428638,0.53761631,0.026187672,"['学生', '卡']"
294,201901061231085856,忘记密码||,[0.4904171258290444],no_trend,0.464220322,0.490417126,0.026196804,['密码']
167,201901040431033664,麻烦帮我转一下或者提供个电话邮箱也行||,[0.49488310749055886],no_trend,0.468667149,0.494883107,0.026215959,"['电话', '邮箱']"
50,201901021030942592,你可以看看我还有几个贷款呢？||,[0.5],no_trend,0.473767218,0.5,0.026232782,['贷款']
318,201901140331357184,我这卡名字叫什么||,[0.5014094968379514],no_trend,0.475173043,0.501409497,0.026236454,['名字']
8,201901020230954816,东城区龙潭街道附近，开外币携带证，在哪？||,[0.5218004229783244],no_trend,0.495557479,0.521800423,0.026242944,"['街道', '外币']"
109,201901030830976800,还他妈有活着的吗？||,[0.5045931275820481],no_trend,0.478349911,0.504593128,0.026243216,[]
382,201901150731401536,每次输入密码都弹跳出来||,[0.5191251092000541],no_trend,0.492878035,0.519125109,0.026247074,['密码']
255,201901041231023200,安全中心||,[0.5092592592592594],no_trend,0.48300997,0.509259259,0.026249289,['中心']
72,201901021130946528,我的余额不对啊||,[0.5133192708250794],no_trend,0.487068416,0.513319271,0.026250855,['余额']
48,201901021030942464,您好，请问慰问礼包能不能快递到外地？||没了，你们这信息提醒不准啊，有漏掉的||,"[0.04688310672981755, 0.008672010388039997]",no_trend,0.000313905,0.027777559,0.027463654,['信息']
272,201901060131088864,这个美元也可以在上海办理结汇吗？||请问如果我的电话卡掉了，是不是也可以在上海补办呢？||,"[0.0009851679712866712, 0.06089001383861781]",no_trend,4.66562E-05,0.030937591,0.030890935,"['电话', '卡']"
249,201901041231022176,我要查一下房贷合同号，我的是组合贷，我看个税app需要填报两个贷款||有两个贷款合同号，能帮我查询一下吗||,"[0.0519048047438706, 0.022723211034030633]",no_trend,0.000928038,0.037314008,0.03638597,"['房', '合同', '号', '税', '贷款', '贷款', '合同', '号']"
352,201901150231388800,我想查询一下我注册银行卡的电话号码||需要身份证么？||,"[0.05882352941176472, 0.01629003758915415]",no_trend,0.00075469,0.037556784,0.036802094,"['银行卡', '电话', '号码', '身份证']"
311,201901140231353536,电话打过来，我打不通你们电话，15858364624||我的卡6222021204004573108每个月扣我4元9角2分是什么情况||请把多扣去的钱还我，没经过我同意就扣我钱||电话打了都是语音提示打不通。||今天短信费都浪费了多少钱啦？上面短信上面都搞不来。||你们就是个骗子工商银行就是个骗子，骗我的钱。||办的时候每个月信息费两元，现在扣了没经过我同意扣了多少钱？||骗子，骗子，骗子，骗子!||,"[0.0002111753760662971, 0.0005060168784504215, 4.9945227908687606e-05, 0.00391661271741639, 0.25335401270300995, 0.0033188554551336624, 0.0007808320900815069, 0.06407853964161747]",no_trend,0,0.040776999,0.040776999,"['电话', '电话', '卡', '月', '情况', '钱', '钱', '电话', '语音', '钱', '骗子', '工商', '银行', '骗子', '钱', '时候', '月', '信息费', '钱', '骗子', '骗子', '骗子', '骗子']"
373,201901150531398464,我的工资卡是中国工商银行卡，今天发现单位的转账账号和我的卡上的号码不一样，是怎么回事？||每个月工资也都有到账||,"[0.0822813285139431, 0.002168439998021743]",no_trend,0.000142161,0.042224884,0.042082723,"['工资', '卡', '工商', '银行卡', '单位', '账号', '号码', '事', '月', '工资', '账']"
198,201901041031016160,你好，贷款编号怎么查询||网上查不到么，必须去经办行？||噢，好的，谢谢||,"[0.9411408477302317, 0.23980419518227447, 0.19113028829578504]",pos,0.413472588,0.457358444,0.043885855,['贷款']
3,201901020130952320,你好!请问一下，Au（T+D）交易费是多少||你好!请问一下，Au（T+D）保证金是多少||,"[0.07931558711787434, 0.009704235636224023]",no_trend,0.000615656,0.044509911,0.043894255,"['交易', '保证金']"
158,201901031230989216,借记卡取款扣29元手续费？||还是不提示的直接扣？||,"[0.08605107627842878, 0.0020935199248045544]",no_trend,0.000144119,0.044072298,0.043928179,['手续费']
252,201901041231023008,能不能帮忙查询下我的贷款放贷银行是哪个支行||我想查放款的银行;还款的银行打电话说不是一个银行||这里可以通过身份证查询到吗||你们系统不是一个系统吗？||,"[0.12014979846328844, 0.027364483394247574, 0.004078623264780479, 0.026195227662141662]",no_trend,2.02908E-07,0.044447033,0.04444683,"['贷款', '银行', '支行', '款', '银行', '银行', '银行', '身份证', '系统', '系统']"
385,201901150731403328,我有张卡五六年没用了，前不久又用了，发现扣了10块钱，怎么回事？||你知道为什么扣钱吗？||,"[0.09082463874893953, 0.004297599382029449]",no_trend,0.000314541,0.047561119,0.047246578,"['钱', '事', '钱']"
44,201901021030942176,麻烦你帮我取消每月3元的信息.信使展期用，谢谢||早上还有400元，怎么到现在还有20元||,"[0.08805793730432854, 0.023230889954759082]",no_trend,0.001673051,0.055644414,0.053971362,"['信息', '信使', '展期']"
240,201901041131020832,咨詢借记卡，有关的事可以吗刀||我要咨詢的是借记卡手机银行里的，手机号，有关整合一事，问一下？||我要咨詢的是借记卡手机银行里，有关整合一事，问一下？||,"[0.005267244222319611, 0.0032006726477487035, 0.16134878021168753]",no_trend,1.93477E-06,0.056605566,0.056603631,"['事', '手机', '银行', '手机', '号', '事', '手机', '银行', '事']"
19,201901020730936256,我要在4号提前还10万的房贷||如何查询住房贷款编号？||上海分行崇明支行的电话号码多少||,"[0.02584754789320931, 0.1296205531482737, 0.03903220804095986]",no_trend,9.49219E-05,0.064833436,0.064738514,"['住房', '贷款', '分行', '支行', '电话', '号码']"
27,201901020830937376,手机银行转不了账也收不到验证码||你们这些人，那个说咨询这个，你说咨询那个，转来转去，就一个问题都转了几大圈，都没解决，不知是干什么吃的!||我要知道也不用问你们了!||,"[0.19314008723080067, 2.6614402781954816e-05, 0.010084451968862984]",no_trend,3.83877E-08,0.067750385,0.067750346,"['手机', '银行', '账', '人', '问题']"
366,201901150431395296,2个卡都开通融E联了，手机号是一个号，手机号无法绑在卡上||现在注册就显示第一个卡号，我想注册另一个卡号注册不上||我有2个卡，现在想注册融E连，但是注册的时候显示一张卡可能已经注册过了，我想注册另一张卡，怎么办理||我在注册添加的时候就显示一张卡，还不是我想绑定的那张||,"[0.006311736009584679, 0.0012260290709841248, 0.0016409350420609758, 0.2645752738564543]",no_trend,2.21033E-09,0.068438493,0.068438491,"['卡', '手机', '号', '手机', '号', '卡', '号', '卡', '时候', '可能', '时候']"
64,201901021130945344,你们客服电话是多少||你们下午几点上班办理业务||我的短信怎麼沒了||,"[0.10127094093433131, 0.08624036360376652, 0.024144137792880715]",no_trend,0.000155607,0.070551814,0.070396207,"['电话', '业务', '信']"
384,201901150731402848,我想取消短信通知服务||可以帮我短信服务重新进行扣费吗？前面没钱失败了||,"[0.08942139475175381, 0.060959438089064455]",no_trend,0.004630483,0.075190416,0.070559934,"['信', '通知', '信', '钱']"
17,201901020730936160,卡机出故障钱下了出钞口没出钱卡退出||一月二日，银行开门办公吗？||几点开门呀||,"[0.1341980066895031, 0.02315859832687972, 0.0634111197331706]",no_trend,0.000147131,0.073589242,0.073442111,"['故障', '银行']"
39,201901021030941664,我在APP上更新证件信息拍了身份证说我信息有误||证件有效期维护||,"[0.14980752842144707, 0.00048654244617341025]",no_trend,6.25868E-05,0.075147035,0.075084449,"['证件', '信息', '身份证', '信息', '证件', '有效期']"
246,201901041131021344,不能解决就帮我关闭会话，我找别人||都不回复||什么破玩意||,"[0.039799763862853, 0.09881584156971757, 0.09040296203094611]",no_trend,0.000267107,0.076339522,0.076072416,"['话', '玩意']"
122,201901030930980000,您好我预约了纪念钞，可以验货兑换不还是在兑换期内只是不是我预约兑换的那天因为那天临时有事？||验货=延期||,"[0.15748530647491454, 0.002496709004744413]",no_trend,0.000341294,0.079991008,0.079649713,"['货', '货']"
271,201901060131088832,我一直在打电话为什么无法接通人工客服||我的手机银行密码无法重新设置，我忘记了||没有办法设置啊||请发个附近营业厅地址给我吧||,"[0.08357613404118758, 0.05590888279336381, 0.1807962129560967, 0.0012962374864121662]",no_trend,7.41664E-07,0.080394367,0.080393625,"['人工', '手机', '银行', '密码', '办法', '营业厅', '地址']"
67,201901021130945600,"有一笔收入是92.67元应变成3249.46,啥变成3140.33呢||能详细算一下今天的收入与支出吗？||","[0.9658068665660554, 0.03229754671370888]",pos,0.407556233,0.499052207,0.091495974,"['收入', '支出']"
362,201901150331392608,我工行卡上欠3元的扣费，现在已有钱请扣吧!同时把明细信息发过来，||4127片12日需扣费3元，当时卡上余额不够，现在请扣吧!应该是消息服务类的吧，手机消费类，扣后才省信息的，谢谢||绑定手机银行类||,"[0.20530591034669332, 0.00101207797849856, 0.07929521697038533]",no_trend,1.48089E-05,0.095204402,0.095189593,"['信息', '卡', '余额', '消息', '类', '手机', '消费类', '信息', '手机', '银行', '类']"
348,201901150131387392,任何网点是否都可以||储蓄卡办卡||,"[0.07943191862474042, 0.1364170902604377]",no_trend,0.009848427,0.107924504,0.098076077,"['网点', '卡']"
123,201901031030981600,你好，我在工商银行办过组合贷款，我去哪里可以查询贷款合同号||书面合同已经遗失||,"[0.19559952243534506, 0.002439078722394905]",no_trend,0.000433665,0.099019301,0.098585635,"['工商', '银行', '贷款', '贷款', '合同', '合同']"
194,201901041031015936,你好~!可以打印么~!||我在网站上看到提供身份证和账户可以到营业网点打印这个是真的么||,"[0.0002131880118422247, 0.20285024692047826]",neg,4.39791E-05,0.101531717,0.101487738,"['网站', '身份证', '账户', '网点']"
364,201901150431394656,银行卡丢了怎么挂失||我问下我昨天刚领的u盾，重新补办要收费吗||昨天办的时候说不要钱，3个月内转账6次就可以减免||我都还没用，包被偷了，卡和u盾手机都在里边||给现金还是从卡里扣||,"[0.2056154504709674, 0.05120346997086067, 0.01792975604273428, 0.030382844041159207, 0.21393373367061075]",no_trend,8.45113E-07,0.103813051,0.103812206,"['银行卡', '时候', '月', '卡', '手机', '现金']"
116,201901030930978336,信使费是什么费？为什么要扣0.99？||是每天扣还是怎么样？||我要查询贷款合同编号||,"[0.04954120670256845, 0.2402740638872204, 0.03917402637956602]",no_trend,0.00044136,0.109663099,0.109221739,"['信使', '贷款', '合同']"
125,201901031030981888,是补办不了？||我想咨询下我之前的卡掉了，然后我去工商银行补办说补办不了，然后帮我注销了掉的那张卡，给我补办了一张新卡，薪资卡||,"[3.964780101883836e-05, 0.22572437268529033]",neg,8.43484E-06,0.11288201,0.112873575,"['卡', '工商', '银行']"
390,201901150931406944,交易不在受理时间内||我怎么绑定社保卡？||社保卡不是可以添加在这个app上吗||,"[0.1398032541559716, 0.10317736611655925, 0.10959072915665058]",no_trend,0.001359334,0.117523783,0.116164449,"['交易', '时间', '卡', '卡']"
160,201901031230989280,密码动态器是什么||密码器动态密码是什么||,"[0.09313899114500734, 0.17133977785034715]",no_trend,0.01526003,0.132239384,0.116979354,"['密码', '动态', '密码', '动态', '密码']"
375,201901150531398816,就是说一张卡会有两个账号？||那我平时自己转账就是输得卡号也可以是吧||好的，知道了，谢谢啦!||,"[0.7172908717489199, 0.4616329733917647, 0.32576993189533177]",pos,0.383380226,0.501564592,0.118184366,"['账号', '卡', '号']"
130,201901031130984384,我想问下对换泰铢的网点||需要预约吗||四川德阳有哪个网点可以换||,"[0.013729060973990626, 0.33333333333333337, 0.017561529842835655]",no_trend,7.35826E-05,0.121541308,0.121467725,"['泰铢', '网点', '网点']"
112,201901030930977728,我的贷款合同编号||可以网上查嘛||,"[0.19095923013428318, 0.10377510447575944]",no_trend,0.019553815,0.147367167,0.127813352,"['贷款', '合同']"
337,201901140731368128,怎么把密码查询到||我的银行卡密码忘了工商银行卡的||,"[0.09959086341320333, 0.1989480838050388]",no_trend,0.019651713,0.149269474,0.12961776,"['密码', '银行卡', '密码', '工商', '银行卡']"
134,201901031130985440,我的天，这个回复速度，孩子都生出来了||我已经打电话解决了||,"[0.11400823320291376, 0.20515435862699394]",no_trend,0.023662774,0.159581296,0.135918522,"['天', '速度', '孩子']"
159,201901031230989248,搞煞了||我想知道存定期利率是什么意思||,"[0.160678120799436, 0.17643975775694065]",no_trend,0.029059181,0.168558939,0.139499759,"['利率', '意思']"
354,201901150231390368,会扣钱吗？||预定了猪币，不去领，回扣钱吗？||,"[0.006633465322793186, 0.27757273361120205]",neg,0.001868799,0.142103099,0.140234301,"['回扣', '钱']"
383,201901150731402656,方便打电话说吗||一句两句说不清楚||,"[0.21266126000797447, 0.12062499379667913]",no_trend,0.026324818,0.166643127,0.140318309,[]
301,201901061231087232,一个月收费多少，怎么收费的||我有多少钱扣的还是就是一个月的收费什么的||你们不是发了这个嘛||,"[0.2030476595947549, 0.15922193812566066, 0.06958999468499871]",no_trend,0.002129949,0.143953197,0.141823249,"['月', '月']"
349,201901150131387488,同时请你查下6222023202047202022是不是一类借记卡||我要投诉了啊||你是不是人工啊||,"[0.3452787547128301, 0.0780669144981413, 0.014914960969359736]",pos,0.000399753,0.146086877,0.145687124,['人工']
108,201901030830976576,我没有u盾，怎么整合手机号||我忘了我有没有了，有的话估计也丢了||13396319369这个我都不用了，||去银行换成15588341168||我不去营业厅不能改了么，||我出国之前，我改的手机号，为什么不把以前的号码都清除掉||我提供信息也不行么||只能去柜台？||带电话能不能办理？||,"[0.07025241015431427, 0.20628652104375522, 0.18457819098254624, 0.009783616779002191, 0.08414595764348787, 0.22055118551536457, 0.36834573128374615, 0.1940227791291741, 0.029213239623682052]",no_trend,9.98086E-10,0.151908848,0.151908847,"['手机', '号', '话', '银行', '营业厅', '手机', '号', '号码', '信息', '柜台', '电话']"
260,201901041231024448,我的银行卡丢失了||卡号忘记了||,"[0.2827268689344363, 0.5625819352222369]",neg,0.270041759,0.422654402,0.152612643,"['银行卡', '卡']"
380,201901150631400768,您好刚才我给自己工行账户转账时提示转账金额超过限额这个怎么调整呢？我是用手机银行转账||我当前转账的卡没有注册手机银行没有网银是通过其它卡添加的||刚才试过了总是失败识别不了我明天再试试吧谢谢||,"[0.08019901378786143, 0.18341370703587723, 0.20457959283007476]",no_trend,0.002970394,0.156064105,0.153093711,"['账户', '金额', '限额', '手机', '银行', '卡', '手机', '银行', '网', '卡']"
60,201901021130944768,您好，我想把我缴费的明细打印出来该怎么弄呢||麻烦您帮我看一下||,"[0.28233069511228925, 0.061129152735129866]",pos,0.018348265,0.171729924,0.153381659,[]
187,201901040931014368,想查询贷款合同编号||就是我本人并没有去你们银行办过贷款，但是今天早上却提醒我还贷||,"[0.29118992272972144, 0.05305109763561855]",pos,0.016517423,0.17212051,0.155603088,"['贷款', '合同', '人', '银行']"
31,201901020930938400,早上7点多收到这样一条短信||但是那时我还在睡觉，没有进行任何相关操作||请问是怎么回事||OK只要不泄露就行对吗||,"[0.051274523613565215, 0.04419272611222569, 0.4464765890527038, 0.09462104706196994]",no_trend,0.000295639,0.159141221,0.158845583,"['信', '事']"
254,201901041231023168,以前不是能限制只用用户名登入的吗？||卡号登入挺不安全的||什么原因不能呢||可是用卡号登入说个很大漏洞。今天有个有心人用我的卡号登入，密码错误好几次，导致我的账户被锁了||强制使用卡号登入的规定太不人性化了||,"[0.23191161511280534, 0.009957898921201025, 0.4390243902439026, 0.08307729038515521, 0.04604502663156196]",no_trend,4.03884E-06,0.162003244,0.161999205,"['用户', '卡', '号', '原因', '号', '漏洞', '有心人', '密码', '账户', '规定']"
111,201901030830977344,为什么公积金查询报错||以前也是，有时候可以查有时候查又报错，什么鬼||,"[0.24005435364653915, 0.18083028877447638]",no_trend,0.048420657,0.210442321,0.162021665,"['公积金', '报', '鬼']"
45,201901021030942272,人工客服，我昨天未办余额前从支付宝转到贵行26元多的款未见到帐。请帮助查询。||未办余额变动服务前||请转人工客服!||请转人工客服，小智的师父||人工客服，小智的师父，我昨天18.28分试转25.86元到贵行，今天去贵行办的余额变动服务。昨天从支付宝转到贵行的25.86元沒在我的帐上。||我的卞号:b2122b2502028121773||,"[0.4737672181921908, 0.0007638954630646566, 0.03804314241865003, 0.02430411337647076, 0.43512678769790336, 0.00025728493405341446]",no_trend,4.70219E-11,0.16204374,0.16204374,"['余额', '宝', '余额', '人工', '余额', '宝']"
279,201901060431093728,我前两天为什么会扣我一个5块钱跟一个3块钱||能帮我查一下吗？||,"[0.3278564797014907, 0.0024469627613599165]",pos,0.000872359,0.165151721,0.164279362,"['钱', '钱']"
78,201901030130989472,麻烦我想查一下开户行||但是卡号显示错误||是工行的卡号啊||一直显示h2210卡号非法||那为什么我打电话什么都是说卡号非法啊||开户网点全称有吗||我还有几个能帮我一起查一下吗||我之前也是用这个方法在公众账号上查的但是就是说我卡号非法||,"[0.48959298233733484, 0.3278564797014907, 0.07033926158764858, 0.03634550563404626, 0.027552326884760614, 0.1373774487810796, 0.06573794506413178, 0.16561890556719516]",no_trend,1.74112E-08,0.165052607,0.16505259,"['号', '错误', '卡', '号', '网点', '方法', '公众', '账号']"
140,201901031130986720,理财金账户卡||整合后，我还能收到银行三个帐上手机短信吗||人工台服务电话多少，谢||,"[0.2644733082368136, 0.002622012494163606, 0.2292548408118823]",no_trend,0.000166276,0.165450054,0.165283778,"['账户卡', '银行', '手机', '信', '人工', '电话']"
186,201901040931014208,我查一下房贷贷了多少年||贷30万每月是还2600||你算一下是贷的多少年的||,"[0.33058791057823556, 0.6988423449594695, 0.3572406609954849]",no_trend,0.295003229,0.462223639,0.16722041,['房']
120,201901030930979488,我想查询贷款编号||开户行电话一直打不通||网上可以查到吗||贵溪支行电话||,"[0.19889343364433254, 0.19095923013428318, 0.08353989218426705, 0.19930119136898383]",no_trend,0.000637022,0.168173437,0.167536415,"['贷款', '电话', '支行', '电话']"
289,201901061031082816,你好，我想这张卡转发到那张卡，怎么转，自己的卡||请问工行内本人银行卡怎么转账？||想问一下，70周年纪念钞2月份还有一次预约吗？||2月22日至2月28日现场兑换有没有||,"[0.0011179371941456573, 0.39334706566762645, 0.24445649697987681, 0.03898108757318397]",no_trend,1.02704E-05,0.169475647,0.169465376,"['卡', '银行卡', '月', '月']"
77,201901021230949472,我的卡被取款机吞了||我的短信提醒怎么没了？||,"[0.18784902958321714, 0.2695422424670809]",no_trend,0.058630725,0.228695636,0.170064911,"['卡', '信']"
28,201901020830937440,我怎么查看我的房贷每个月还多少钱||显示没有||,"[0.3401360544217684, 0.018921677299077677]",pos,0.007202384,0.179528866,0.172326482,"['月', '钱']"
295,201901061231085888,手机银行登录密码忘记||你好我想知道有过存折就不能办理一类卡了吗||,"[0.1601129350306566, 0.29656169603070315]",no_trend,0.055399285,0.228337316,0.17293803,"['手机', '银行', '密码', '存折']"
164,201901040331032256,我想咨询一下申请贵行留学贷款的事情||请问是联系谁呢||,"[0.0943396226415093, 0.322190866551354]",neg,0.034872307,0.208265245,0.173392938,"['贷款', '事情']"
63,201901021130945152,请问这个扣款是什么东西||我没买东西啊||,"[0.3400739824020388, 0.03168775401483637]",pos,0.012156365,0.185880868,0.173724504,"['款', '东西', '东西']"
217,201901041031018688,你好，麻烦问一下，我应该去哪里领取？||我是济南的，在手机APP上预约的||,"[0.3399828435591786, 0.03820015089889306]",pos,0.014709829,0.189091497,0.174381668,['手机']
155,201901031230988704,你好我想查贷款银行的电话||九龙坡支行||重庆九龙坡支行的||中午休息吗？||,"[0.2504041006771297, 0.1633163574293005, 0.18972957770779553, 0.09736654964364577]",no_trend,0.000788956,0.175204146,0.17441519,"['贷款', '银行', '电话', '坡', '支行', '坡', '支行']"
199,201901041031016192,好的，谢谢亲||打电话已经咨询了||,"[0.0903535949499642, 0.8537480061730954]",neg,0.297317849,0.472050801,0.174732952,[]
320,201901140331358368,我的储蓄卡收不到余额变通短信。||我没有手机银行。||,"[0.35084349974683127, 0.003184898304442685]",pos,0.001258518,0.177014199,0.175755681,"['卡', '余额', '信', '手机', '银行']"
324,201901140431360320,你们银行随便转出私人钱，应该投诉你们工行||请问社保卡不能网上查询余额吗||登录总是显示密码不对||信息代码:96114657||,"[0.5746308593108054, 0.10838857759013143, 0.010127289252183425, 0.010043779079068504]",no_trend,9.07705E-06,0.175797626,0.175788549,"['银行', '私人', '钱', '卡', '余额', '密码', '信息', '代码']"
282,201901060931080544,转人工||怎么能查询到首次还贷日期||,"[0.2790091023395963, 0.4584159939551943]",no_trend,0.192913969,0.368712548,0.17579858,['人工']
377,201901150631399584,绑定不了卡||提示这个错误||,"[0.33852062980918596, 0.06313650111908875]",pos,0.024549331,0.200828565,0.176279234,"['卡', '错误']"
90,201901030230994240,请问，购汇的额度是如何具体规定的||我具体说我的情况吧||,"[0.2723146984555762, 0.25246209987260493]",no_trend,0.084438285,0.262388399,0.177950114,"['额度', '规定', '情况']"
57,201901021130944288,办中国工商银行卡帮定微信可以吗||需要咨询的问题||,"[0.31683168316831667, 0.174797190100482]",no_trend,0.066891093,0.245814437,0.178923343,"['工商', '银行卡', '问题']"
253,201901041231023072,想问问我的网银||现在人工想取消信用卡，可不可以保留网银盾||,"[0.01712274778438172, 0.3572873455804849]",neg,0.007017427,0.187205047,0.18018762,"['网', '信用卡', '网']"
307,201901140131350624,请问我的社保信息里填的是工商卡||就是社保的钱打到我的这个卡上是么||那这个钱是报销的钱么，或者以后的养老钱都会打到这个卡上是么||我们工行卡可以跨境取款吗||收手续费吗||,"[0.010225663608336988, 0.7085923308003611, 0.056401064573066595, 0.058476226406993126, 0.0686312569219899]",no_trend,2.67043E-06,0.180465308,0.180462638,"['信息', '钱', '卡', '钱', '钱', '卡', '手续费']"
91,201901030230994432,为什么我查不了开户行||但是我银行卡预留的就是我的手机号码啊||,"[0.10189758015755146, 0.3427241190359027]",neg,0.041384777,0.22231085,0.180926072,"['银行卡', '手机', '号码']"
343,201901150131385376,我想查询房贷信息||当时申请银行卡用的是军官证件||房贷报税查询||但还是查询不了||因为我不是用什么证办的卡||辽宁省大连市旅顺口支行||,"[0.378367475393964, 0.1681737047597378, 0.2086627918123508, 0.04274468027979317, 0.012741588066924492, 0.2774324543252158]",no_trend,2.26137E-06,0.181353782,0.181351521,"['房', '信息', '银行卡', '军官', '证件', '税', '卡', '支行']"
